name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sildenafil Citrate 50 mg 4 Tablet,Rp96.500 - Rp168.500,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, aritmia yang mengancam nyawa dalam 6 bulan terakhir. Hipertensi (TD>170/110) atau hipotensi (TD<90/50) saat istirahat. Riwayat gangguan;SILDENAFIL CITRATE merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viagra 50 mg 1 Tablet,Rp156.800 - Rp164.900,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericfil Tablet 100 mg,Rp77.100 - Rp104.000,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, 1 Strip @ 4 Tablet salut selaput;Sildenafil citrate 100 mg;Pasien yang menggunakan nitrat organik, baik secara teratur dan atau kadang-kadang. Hipersensitifitas.;Novell Pharmaceutical Laboratories;BPOM: DKL1333528917A1;HARUS DENGAN RESEP DOKTER. Pria yang tidak dianjurkan melakukan hubungan kelamin dikarenakan keadaan jantung dan pembuluh darah mereka. Pasien yang menderita infarksi miokardial, stroke, aritmia yang mengancam kehidupan dalam waktu 6 bulan. Pasien dengan hipotensi pada saat beristirahat (tekanan darah kurang dari 90/50) atau hipertensi (tekanan darah lebih dari 170/110). Penyakit gagal jantung atau arteri koroner menyebabkan angina tidak stabil. Retinitis pigmentosa.;ERICFIL merupakan obat yang digunakan untuk mengobati disfungsi ereksi Ericfil mengandung Sildenafil citrate adalah inhibitor selektif dari siklik guanosin monofosfat (cGMP) -spesifik phosphodiesterase tipe 5 (PDE5) Obat ini menghambat fosfodiesterase tipe-5 (PDE-5) yang bertanggung jawab pada proses degradasi siklik guanosin monofosfat (cGMP) di corpus cavernosum Penghambatan PDE-5 meningkatkan cGMP yang menghasilkan relaksasi sel otot polos pembuluh darah paru Sildenafil citrate cepat diserap setelah pemberian oral, dengan bioavailabilitas absolut sekitar 41% Obat ini dimetabolisme di hati (terutama oleh enzim sitokrom P-450 3A4) dan diubah menjadi metabolit aktif dengan sifat yang mirip dengan Sildenafil citrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cialis Tablet 10 mg,Rp197.300 - Rp203.500,Diberikan sebelum atau setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari,,,,,,,,,,, nitrat organik, atau nitrit organik dalam bentuk sediaan apapun: pria yang tidak dianjurkan untuk melakukan hubungan seks akibat penyakit KV tidak stabil yang dideritanya;;;;CIALIS 10 MG merupakan obat dengan kandungan Tadalafil Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericfil 50 mg Odf,Rp36.500 - Rp44.400,Cara penggunaan Ericfil ODF: 1. Buka kemasan dari bagian atas. 2. Tarik kemasan secara perlahan. 3. Letakan ODF di atas lidah dan biarkan larut,,,,,,,,,,,, hipotensi (tekanan darah <90/50 mmHg), riwayat stroke atau infark miokard, dan kelainan retina degeneratif herediter misalnya: retinitis pigmentosa.;Novell Pharmaceutical Laboratories;BPOM: DKL2233554519A1;Hati-hati penggunaan obat in pada pasien dengan riwayat gangguan kardiovaskular, pasien hipotensi akibat nitrate, pasien dengan riwayat stroke.;ERICFIL 50 MG ODF merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria (disfungsi ereksi) Obat ini mengandung Sildenafil Citrate, yaitu suatu zat yang termasuk ke dalam golongan PDE-5 Inhibitor yang bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual Ericfil memiliki bentuk sediaan Oral Dissolving Film (ODF) Bentuk sediaan ODF ini, memiliki bentuk yang tipis dan fleksibel, sehingga memudahkan dalam penyimpanan dan nyaman digunakan oleh pasien yang mengalami kesulitan menelan tablet Selain itu, bentuk sediaan ODF mudah untuk menempel pada rongga mulut, cepat terdisolusi (larut) tanpa menggunakan air, dan rapid release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sildenafil Citrate 100 mg 4 Tablet,Rp124.400 - Rp248.700,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, aritmia yang mengancam nyawa dalam 6 bulan terakhir. Hipertensi (TD>170/110) atau hipotensi (TD<90/50) saat istirahat. Riwayat gangguan;SILDENAFIL CITRATE merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cialis 5 mg 14 Tablet,Rp697.000 - Rp716.000,Diberikan sebelum atau setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari,,,,,,,,,,, tekanan intraokular, reaksi hipersensitif. Reaksi hipersensitif (termasuk ruam), priapisme, mata merah nyeri.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Pengobatan ketidakmampuan mencapai atau mempertahankan ereksi dengan baik untuk berhubungan seksual (disfungsi ereksi) pada pria dewasa, mengobati penderita pembesaran prostat jinak (BPH) dan hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru.;Dus, 2 Blister @ 14 Tablet Salut;Tadalafil 5 mg;Dikontraindikasikan pada terapi dengan nitrat;;;;CIALIS 5 MG merupakan obat dengan kandungan Tadalafil Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rozgra 50 mg Tablet,Rp69.500,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, memiliki riwayat stroke atau sedang menderita infark miokard, pasien yang memiliki gangguan retina degenarif herediter, pasien dengan hipotensi, penderita kerusakan hati berat, hipertensi, pasien dengan gangguan paru-paru dan diabetes.;Pharos;BPOM: DKL1121635217A1;HARUS DENGAN RESEP DOKTER.;ROZGRA 50 MG TABLET mengandung Sildenafil citrate, golongan inhibitor selektif (cGMP) Obat ini digunakan untuk mengatasi masalah disfungsi ereksi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viagra 100 mg 1 Tablet,Rp196.100 - Rp237.900,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cialis Tablet 20 mg,Rp245.800 - Rp252.500,Diberikan sebelum atau setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari,,,,,,,,,,, gangguan fungsi jantung, infark miokard akut, stroke, aritmia, angina tidak stabil, gangguan fungsi ginjal, penggunaan bersamaan dengan obat golongan nitrat, NOS, dan guanylate cyclase stimulator.;Pyridam Farma;BPOM: DKI1973401817D1;HARUS DENGAN RESEP DOKTER. Konsultasikan pada dokter anda apabila memiliki kondisi sebagai berikut: Retinitis pigmentosa, Aortic stenosis, Hyperthrophic obstructive cardiomyopathy, deformasi penis, anemia bulan sabit, Myeloma multiple, leukemia, gangguan perdarahan, tukak lambung, gangguan ginjal dan hati, kehamilan dan menyusui.;CIALIS 20 MG merupakan obat dengan kandungan Tadalafil Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minyak Tawon CC 20 ml,Rp22.000 - Rp27.600,Oleskan pada bagian yang luka atau sakit,,,,,,,,,,,, zingiberis rhizoma, curcumae rhizoma, allium sativum;Hipersensitif;Tawon Jaya Makassar;BPOM: QD183616551;Simpan di tempat yang kering, sejuk dan terhindar dari sinar matahari langsung. Simpan pada suhu dibawah 30 C.;MINYAK TAWON CC merupakan minyak gosok atau minyak urut yang dapat digunakan untuk membantu meredakan nyeri sendi, sakit gigi, bisul, sakit kepala, kudis, panu, gatal-gatal akibat digigit serangga, muntah, sakit perut dan batuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot In Cream Botol 60 ml,Rp14.600 - Rp16.900,Hanya digunakan untuk pemakaian luar.,,,Produk Konsumen,Untuk membantu meringankan pegal-pegal,,,,,,,, dan tidak lengket di kulit, serta tidak meninggalkan bekas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salonpas Jet Spray 60 ml,Rp40.500 - Rp53.800,Kocok sebelum digunakan. Semprotkan pada area yang sakit dengan jarak 10 cm selama tidak lebih dari 1 detik.,,,Produk Konsumen,Salonpas Jet Spray digunakan untuk membantu meredakan rasa sakit dan nyeri yang disebabkan karena terkilir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Mancur Parcok 75 ml,Rp17.300 - Rp19.100,Kocok dulu,,,,,,,,,,,, Caryophylli Folium 6.6 G, Melaleucae Folium 4.2 G, Burmani Cortex 0.9 G, Cymbopogonis Folium 2.1 G, Alcohol 3 G.;;Jamu Air Mancur;BPOM: QD132611321;Sebaiknya coba dahulu sedikit, apabila ternyata timbul bintik merah dan gatal hentikan pemakaian. Jangan kena mata dan jangan digunakan pada kulit yang luka dan yang peka/ alergi. Tidak digunakan untuk anak di bawah 2 tahun. Jangan digunakan langsung di bawah lubang hidung.;AIR MANCUR PARCOK 75 ML membantu meredakan pegal dan linu, rasa kaku pada otot, nyeri otot, bengkak karena terpukul dan gatal akibat digigit serangga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balsem Otot Geliga 40 g,Rp18.700 - Rp23.700,Dioleskan pada bagian yang sakit,Digunakan sesuai kebutuhan. Untuk anak-anak <12 tahun konsultasi dengan dokter sebelum penggunaan.,-,Produk Konsumen,Meredakan nyeri otot dan sendi seperti nyeri akibat memar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood Backheat Sachet,Rp21.700,Ditempelkan seperti koyo pada umumnya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cap Lang Minyak Urut GPU Sereh 60 ml,Rp19.300 - Rp23.400,Dapat digosok,,,,,,,,,,,, nyeri sendi, sakit punggung, keseleo, memar dan memperlancar peredaran darah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot In DCL 120 g,Rp28.700 - Rp42.500,Oleskan sesuai kebutuhan pada kulit yang sakit dan gosokkan secara perlahan.,3 atau 4 kali sehari.,Kemerahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minyak Tawon EE 60 ml,Rp44.600 - Rp60.800,Oleskan pada bagian yang luka/sakit,,,,,,,,,,,, curcumae rhizoma 2 g, allium sativum 1,5 g;Hipersensitivitas.;Tawon Jaya Makassar;BPOM: QD183616551;Hanya untuk pemakaian luar. Jauhkan dari jangkauan anak-anak.;MINYAK TAWON EE merupakan minyak gosok atau minyak urut yang dapat digunakan untuk membantu meredakan nyeri sendi, gatal akibat serangga, sakit perut, batuk, muntah, sakit gigi, bisul, dan sakit kepala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salonpas Jet Spray 118 ml,Rp79.000 - Rp94.100,Kocok sebelum digunakan. Semprotkan pada area yang sakit dengan jarak 10 cm selama tidak lebih dari 1 detik.,,,Produk Konsumen,Salonpas Jet Spray digunakan untuk membantu meredakan rasa sakit dan nyeri yang disebabkan karena terkilir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salonpas Liniment 50 ml,Rp24.400,Usapkan secara merata pada tempat yang nyeri.,Dioleskan sesuai kebutuhan,,Produk Konsumen,Meredakan secara sementara nyeri otot,,,,,,,, pegal leher, sakit punggung, memar, keseleo dan nyeri sendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shen Nong Si Four Season Medicated Oil 12 ml,Rp20.500 - Rp20.900,Hanya untuk pemakaian luar. Gosokkan pada bagian tubuh yang sakit.,Sesuai kebutuhan.,,Herbal,Membantu meredakan sakit kepala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shen Nong Si Four Season Medicated Oil 20 ml,Rp29.500 - Rp36.100,Hanya untuk pemakaian luar. Gosokkan pada bagian tubuh yang sakit.,Sesuai kebutuhan.,,Herbal,Membantu meredakan sakit kepala,,,,,,,, juga meredakan pegal-pegal dan nyeri otot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shen Nong Si Four Season Medicated Oil 40 ml,Rp42.300 - Rp47.900,Hanya untuk pemakaian luar. Gosokkan pada bagian tubuh yang sakit.,Sesuai kebutuhan.,,Herbal,Membantu meredakan sakit kepala,,,,,,,, juga meredakan pegal-pegal dan nyeri otot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger Balm Plaster Cool 2 Lembar,Rp20.700,Bersihkan dan keringkan area yang akan ditempeli.Buka pelindung perekat dan tempelkan pada bagian yang sakit satu atau dua kali sehari.,Sesuai kebutuhan,,Produk Konsumen,Tiger Balm Plaster (Cool) adalah persiapan unik yang memberikan penghilang rasa sakit otot yang tahan lama. Ini memberikan kenyamanan dan membantu meringankan keseleo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger Balm Plaster Warm 2 Lembar,Rp20.700,Bersihkan dan keringkan area yang akan ditempeli.Buka pelindung perekat dan tempelkan pada bagian yang sakit satu atau dua kali sehari.,Gunakan sesuai kebutuhan,,Produk Konsumen,Mengatasi sakit kepala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tjing Tjau Balsam 36 g,Rp18.700 - Rp29.200,Dioleskan atau digosokan secukupnya pada bagian yang sakit dan nyeri,,,,,,,,,,,, pegel linu dan nyeri otot, serta dapat digunakan untuk mengatasi rasa pusing, mabuk perjalanan, gatal karena gigitan serangga dan masuk angin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zheng Gu Shui 100 ml,Rp89.200 - Rp89.900,Dioleskan atau disemprotkan pada bagian yang sakit.,Sesuai kebutuhan.,,Herbal,Sebagai minyak gosok atau minyak urut untuk membantu meredakan pegal linu,,,,,,,, melancarkan sirkulasi darah, dan meredakkan kelelahan sebelum dan setelah berolahraga serta aktivitas fisik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zheng Gu Shui 60 ml,Rp67.900 - Rp71.100,Dioleskan atau disemprotkan pada bagian yang sakit.,Sesuai kebutuhan.,,Herbal,Sebagai minyak gosok atau minyak urut untuk membantu meredakan pegal linu,,,,,,,, melancarkan sirkulasi darah, dan meredakkan kelelahan sebelum dan setelah berolahraga serta aktivitas fisik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balpirik Extra Kuat (Merah) Balsam 20 g,Rp8.100 - Rp14.200,Dioleskan pada bagian tubuh yang diinginkan,,,,,,,,,,,, Vaselin Album ad 100 %;-;Artois Pharmaceutical;BPOM: QD072707081;Hipersensitif terhadap komponen obat, jangan digunakan langsung di bawah hidung, tidak untuk digunakan pada anak di bawah 2 tahun, hanya untuk pemakaian luar;BALPIRIK EXTRA KUAT (MERAH) BALSAM 20 G Untuk meringankan gejala flu, masuk angin, mabuk perjalanan, gatal akibat gigitan serangga, pegal dan kram otot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balsem Otot Geliga 20 g,Rp9.000 - Rp17.200,Dioleskan pada bagian yang sakit,Digunakan sesuai kebutuhan. Untuk anak-anak <12 tahun konsultasi dengan dokter sebelum penggunaan.,-,Produk Konsumen,Meredakan nyeri otot dan sendi seperti nyeri akibat memar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balsem Otot Geliga Muscular Balm 10 g,Rp5.700 - Rp8.100,Dioleskan pada bagian yang sakit,Digunakan sesuai kebutuhan. Untuk anak-anak <12 tahun konsultasi dengan dokter sebelum penggunaan.,-,Produk Konsumen,Meredakan nyeri otot dan sendi seperti nyeri akibat memar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balsem Otot Geliga Muscular Balm 20 g,Rp10.200 - Rp12.100,Dioleskan atau digosokan secukupnya pada bagian yang sakit dan nyeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bokashi Minyak Oles 140 ml,Rp156.500 - Rp191.800,oleskan pada bagian yang sakit,Gunakan secukupnya,,Herbal,Membantu meringankan bisul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borobudur Sendi Cream Cabe 60 g,Rp37.300 - Rp65.800,Gosokkan pada tempat yang sakit.,Sesuai kebutuhan,,Herbal,Membantu meredakan encok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borobudur Sendi Cream Jahe 60 g,Rp25.400 - Rp41.500,Gunakan secukupnya,Gosokkan pada tempat yang sakit.,,Herbal,Membantu meredakan pegal linu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cap Lang Minyak Sereh Sitronella 30 ml,Rp4.900 - Rp10.100,Gosokkan secukupnya pada bagian tubuh yang diinginkan,Oleskan secukupnya,,Herbal,Membantu meredakan nyeri sendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cap Lang Minyak Sereh Sitronella 60 ml,Rp8.800 - Rp19.500,Oleskan pada bagian yang membutuhkan,Secukupnya.,,Produk Konsumen,Membantu mencegah gigtan nyamuk atau serangga. Membantu meredakan nyeri sendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cap Lang Minyak Urut GPU Jahe 30 ml,Rp10.500 - Rp18.900,Dapat digosok,,,,,,,,,,,, Base ad 100%;hipersensitif;Eagle Indo Pharma;BPOM: QD152713871;Tidak digunakan untuk anak dibawah 2 tahun. Jangan digunakan langsung dibawah lubang hidung. Simpan pada suhu dibawah 30 C;CAP LANG MINYAK URUT GPU digunakan untuk membantu meredakan pegal linu, nyeri sendi, sakit punggung, keseleo, memar dan memperlancar peredaran darah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cap Lang Minyak Urut Gpu Sereh 100 ml,Rp30.200 - Rp33.200,Dapat digosok,,,,,,,,,,,, Base ad 100%;hipersensitif;Eagle Indo Pharma;BPOM: QD132611981;Tidak digunakan untuk anak dibawah 2 tahun. Jangan digunakan langsung dibawah lubang hidung. Simpan pada suhu dibawah 30 C;CAP LANG MINYAK URUT GPU digunakan untuk membantu meredakan pegal linu, nyeri sendi, sakit punggung, keseleo, memar dan memperlancar peredaran darah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot In Cream Botol 120 ml,Rp22.500 - Rp33.700,,,,Produk Konsumen,,Botol @ 120 ml,Tiap G Mengandung: Menthol 70 Mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot In Cream Pump 120 ml,Rp27.600 - Rp34.700,,Sesuai kebutuhan,-,Produk Konsumen,,Botol 120 ml,Tiap G Mengandung: Menthol 70 Mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot In Cream Strong Botol 120 ml,Rp17.300 - Rp41.500,Dioleskan pada bagian yang diperlukan,Sesuai kebutuhan,,Produk Konsumen,Mengatasi capek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediflex 10% Cream 30 g,Rp101.400 - Rp111.500,Oleskan pada bagian yang nyeri.,Gunakan 1 - 2 kali sehari pada sendi yang sakit,,Produk Konsumen,Meredakan nyeri pada artritis dan nyeri punggung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediflex Plus Cream 75 g,Rp191.900 - Rp211.000,Bersihkan daerah yang akan dioleskan dengan mencuci/membilasnya. Keringkan kulit sebelum pengolesan. Oleskan krim pada daerah sendi yang nyeri sambal dipihat secara lembut sampai krim menghilang.,Oleskan krim Mediflex Plus sebanyak 2 gram (2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minyak Oles Bokashi 12 ml,Rp23.200 - Rp39.400,,Dioleskan ke tempat yang sakit sesuai kebutuhan,Reaksi hipersensitif terhadap salah satu komponen,Produk Konsumen,Untuk mengobati penyakit kulit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minyak Tawon 912 50 ml,Rp24.300 - Rp32.900,Dioleskan secukupnya,Sesuai kebutuhan,,Herbal,Membantu memberikan rasa hangat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minyak Tawon FF 90 ml,Rp65.000 - Rp81.300,Oleskan pada bagian yang luka/sakit,,,,,,,,,,,, curcumae rhizoma 2 g, allium sativum 1,5 g;;Tawon Jaya Makassar;BPOM: QD183616551;Hanya untuk pemakaian luar. Jauhkan dari jangkauan anak-anak.;MINYAK TAWON FF merupakan minyak gosok atau minyak urut yang dapat digunakan untuk membantu meredakan nyeri sendi, gatal akibat serangga, sakit perut, batuk, muntah, sakit gigi, bisul, dan sakit kepala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obat Gosok Bunga Merah 40 ml,Rp22.400 - Rp25.000,Oleskan pada bagian yang sakit atau tempat yang diinginkan,,,Herbal,Membantu meredakan luka dan memar akibat gigitan serangga.,Botol @ 40 ml,,,,BPOM: QD161614601,,Obat Gosok Bunga Merah merupakan minyak gosok yang membantu meredakan luka dan memar akibat gigitan serangga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Param Kocok Pusaka 60 ml,Rp9.200 - Rp9.500,Kocok dulu,,,,,,,,,,,,5 g, Mentholum 0,2 g, Methylis Salicylat 5,6 g, Burmanni Cortex 0,05 g, Daturae Folium 0,24 g, Mentholum 0,05 g, Methylis Salicylat 0,075 g.;;Abad Dua Satu Makmur;BPOM: QD082608151;Jangan kena mata luka dan jaringan. Jangan digunakkan untuk bayi. Obat Luar jangan diminum. Simpan di bawah suhu 30 C. Tidak digunakan pada anak dibawah 2 tahun. Jangan digunakan langsung dibawah lubang hidung.;PARAM KOCOK PUSAKA adalah obat luar yang mengandung bahan alami yang berguna untuk membantu meredakan pegal-pegal, encok, meringankan bengkak dan terkilir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shen Nong Si Four Season Medicated Oil 6 ml,Rp12.700 - Rp12.900,Hanya untuk pemakaian luar. Gosokkan pada bagian tubuh yang sakit.,Sesuai kebutuhan.,,Herbal,Membantu meredakan sakit kepala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
