name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60
Custodiol 5 mg 10 Tablet,Rp8.600,Diminum pada malam hari. Tidak boleh diminum bersama dengan susu atau antasida. Ditelan dalam keadaan utuh dengan air secukupnya,Dewasa dan anak-anak diatas 12 tahun : 2-3 x sehari 1 tablet Anak-anak 6-12 tahun : 1 x sehari 1 tablet Anak-anak dibawah 6 tahun : konsultasi dokter atau dianjurkan untuk memakai suppositoria anak,Jarang : rasa tidak nyaman pada perut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cefixime 200 mg 10 Kapsul,Rp16.700 - Rp64.100,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak-anak dengan berat badan sama dengan atau lebih dari 30 kg,,,,,,,,,,, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Dus, 10 Strip @ 10 Kapsul;Cefixime 200 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Generic Manufacturer;BPOM: GKL0802340009A1* *) Obat ini merupakan obat Generik. Nomor Registrasi dapat berbeda sesuai dengan ketersediaan stock Apotek.;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;CEFIXIME 200 MG KAPSUL merupakakan obat generik yang mengandung Cefixime 200 mg per tablet Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cefixime 100 mg 10 Kapsul,Rp11.000 - Rp42.800,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak-anak dengan berat badan sama dengan atau lebih dari 30 kg,,,,,,,,,,, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Dus, 10 Strip @ 10 Kapsul;Cefixime 100 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Generic Manufacturer;BPOM: GKL2008519609A1* *) Obat ini merupakan obat Generik. Nomor Registrasi dapat berbeda sesuai dengan ketersediaan stock Apotek.;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;CEFIXIME 100 MG KAPSUL merupakakan obat generik yang mengandung Cefixime 100 mg per tablet Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cefixime Dry Sirup 30 ml,Rp12.500 - Rp51.000,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. - Dosis harian yang lazim untuk pediatrik adalah 1,,,,,,,,,,, Defisiensi vitamin, Pengaruh terhadap tes laboratorium;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Infeksi saluran kemih tanpa komplikasi, otitis media, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Botol @ 30 ml;Tiap 5 ml mengandung: Cefixime 100 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Generic Manufacturer;BPOM: GKL0608513538A1* *) Obat ini merupakan obat Generik. Nomor Registrasi dapat berbeda sesuai dengan ketersediaan stock Apotek.;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;CEFIXIME SIRUP merupakakan obat generik yang mengandung Cefixime 100 mg/5 ml Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cefspan Dry Sirup 30 ml,Rp164.500 - Rp204.400,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. - Dosis harian yang lazim untuk pediatrik adalah 1,,,,,,,,,,, Defisiensi vitamin, Pengaruh terhadap tes laboratorium;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Infeksi saluran kemih tanpa komplikasi, otitis media, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Dus, Botol @ 30 ml;Per 5 mL : Cefixime 100 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Kalbe Farma;BPOM: DKL9211616738A1;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;CEFSPAN SIRUP merupakakan obat generik yang mengandung Cefixime 100 mg/5 ml Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cefspan 100 mg 10 Kapsul,Rp286.200 - Rp383.000,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak-anak dengan berat badan sama dengan atau lebih dari 30 kg,,,,,,,,,,, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Dus, 3 Strip @ 10 Kapsul;Cefixime 100 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Kalbe Farma;BPOM: DKL9211616501B1;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oral yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;CEFSPAN 100 merupakan obat dengan kandungan Cefixime dalam bentuk kapsul Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super Tetra 250 mg 6 Kapsul Lunak,Rp9.000 - Rp9.600,Diberikan sebelum atau sesudah makan. Jangan diminum dengan susu atau antasida.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dosis umum: 250 mg tiap 6 jam. Pada infeksi berat dapat ditingkatkan sampai 500 mg tiap 6-8 jam. Sifilis primer,,,,,,,,,,, usus, saluran pernapasan, saluran kemih, kelamin, kelenjar getah bening, dan bagian lain dalam tubuh Tetracyclin termasuk antibiotik yang bersifat bakteriostatik Obat ini bekerja dengan cara menghambat sintesis protein bakteri pada ribosomnya Tetracyclin dapat menyebabkan pertumbuhan tulang terhambat Pada gigi tetrasiklin dapat menimbulkan disgenesis, perubahan warna permanen, dan kecenderungan terjadi karies Oleh karena itu golongan tetracyclin jangan diberikan pada ibu hamil dan menyusui dan juga pada anak < 8 tahun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetracycline 500 mg 10 Kapsul,Rp15.800 - Rp16.900,Diberikan sebelum atau sesudah makan. Jangan diminum dengan susu atau antasida.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dosis umum: 250 mg tiap 6 jam. Pada infeksi berat dapat ditingkatkan sampai 500 mg tiap 6-8 jam. Sifilis primer,,,,,,,,,,, usus, saluran pernapasan, saluran kemih, kelamin, kelenjar getah bening, dan bagian lain dalam tubuh Tetracyclin termasuk antibiotik yang bersifat bakteriostatik Obat ini bekerja dengan cara menghambat sintesis protein bakteri pada ribosomnya Tetracyclin dapat menyebabkan pertumbuhan tulang terhambat Pada gigi tetrasiklin dapat menimbulkan disgenesis, perubahan warna permanen, dan kecenderungan terjadi karies Oleh karena itu golongan tetracyclin jangan diberikan pada ibu hamil dan menyusui dan juga pada anak < 8 tahun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cefila Dry Sirup 30 ml,Rp117.800 - Rp120.400,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. - Dosis harian yang lazim untuk pediatrik adalah 1,,,,,,,,,,, Defisiensi vitamin, Pengaruh terhadap tes laboratorium;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Infeksi saluran kemih tanpa komplikasi, otitis media, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Dus, Botol @ 30 ml;Per 5 mL: Cefixime 100 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Lapi Laboratories;BPOM: DKL0813313938A1;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;CEFILA SIRUP merupakan obat dengan kandungan sirup obat yang mengandung Cefixime trihydrate Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cefspan 200 mg 10 Kaplet,Rp516.400 - Rp624.800,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak-anak dengan berat badan sama dengan atau lebih dari 30 kg,,,,,,,,,,, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Dus, 1 strip @ 10 Kaplet salut selaput;Cefixime 200 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Kalbe Farma;BPOM: DKL0311636509A1;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;CEFSPAN 200 merupakan obat dengan kandungan Cefixime dalam bentuk kapsul Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floxifar 500 mg 10 Kaplet,Rp12.700 - Rp15.800,Sesudah makan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : Infeksi Saluran Kemih (ISK) ringan sampai dengan sedang : 250 mg,,,,,,,,,,, diare.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Infeksi saluran kemih, infeksi saluran nafas, kulit dan jaringan lunak, tulang dan sendi, infeksi saluran cerna, osteomielitis akut.;Dus, 10 Strip @ 10 Kaplet Salut Selaput;Ciprofloxacin 500 mg;Hipersensitif terhadap komponen obat, anak-anak dan remaja dalam masa pertumbuhan, ibu hamil dan menyusui.;Ifars;BPOM: DKL0409214409A2;HARUS DENGAN RESEP DOKTER. Jangan dikonsumsi bersamaan dengan antasida, zat besi, atau produk susu. Epilepsi, gangguan ginjal, hati dan SSP, Lanjut usia, kehamilan dan ibu menyusui;FLOXIFAR merupakan obat yang mengandung antibiotik Ciprofloxacin Obat ini digunakan untuk infeksi serius atau berat karena organisme yang sensitif terhadap clindamycin antara lain Streptokokus, Pneumokokus, Stafilokokus, termasuk bakteri anaerob Infeksi akibat organisme ini misalnya pada infeksi saluran nafas bawah, kulit dan jaringan lunak, serta infeksi serius lainnya Ciprofloxacin termasuk antibiotik bakterisida yang bersifat membunuh bakteri Obat ini bekerja dengan cara menghambat DNA gyrase dan topoisomerase IV Kedua enzim ini berperan penting dalam reproduksi DNA bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,
