name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses
Norages Sirup 250 mg/5 ml 60 ml,Rp34.300 - Rp45.600,Sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 2 sendok takar (10 ml) setiap 6 - 8 jam.,"Diskrasia darah, syok, agranulositosis, demam tinggi, nyeri tenggorokan, disfagia, inlfamasi pada mulut, hidung, tenggorokan, anus & kelamin. Edema wajah, gatal, ekstremitas terasa dingin.",Obat Keras (Merah),"Meredakan nyeri akut & kronik berat, sakit kepala, penyakit reumatik, sakit gigi, nyeri karena kanker, nyeri setelah trauma/pasca operasi, nyeri otot, nyeri kolik.","Dus, Botol @ 60 ml",Tiap sendok takar (5 ml) sirup mengandung: Metamizole Sodium 250 mg,Hipersensitif terhadap analgesik & anti reumatik. Tekanan darah sistolik <100 mmHg. Hamil & laktasi.,Meprofarm,BPOM: DKL0815620637A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 1 Botol. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Penderita dengan kelainan pembentukan darah. Penderita dengan gangguan asma bronkhial atau penderita dengan infeksi saluran pernafasan kronis, Tidak untuk mengobati sakit otot pada gejala-gejala flu, lumbago, sakit punggung, bursitis dan sindroma bahu lengan. Hati-hati pada penderita dengan gangguan fungsi hati atau ginjal. Kategori Kehamilan : D","NORAGES SIRUP merupakan obat yang di gunakan untuk meredakan sakit derajat sedang hingga berat, seperti sakit gigi, sakit kepala, nyeri haid, sakit punggung, nyeri kolik, pasca operasi, dan lain-lain Norages mengandung Metamizole, yang bekerja dengan cara menghalangi sintesis pirogen endogen sehingga metamizole memiliki efek analgetik dan juga antiperadangan"
Pamol Sirup 60 ml,Rp20.200 - Rp44.000,Sebelum atau sesudah makan,Anak 6-12 tahun : 2-4 sendok takar 5 mL ,,,,,,,,,,"PAMOL SIRUP merupakan obat yang di gunakan sebagai penurun demam dan pereda nyeri seperti sakit kepala , sakit gigi dan nyeri ringan Obat ini mengandung paracetamol yang memiliki fungsi sebagai antipiretik dan analgesik"
Prosic Sirup 60 ml,Rp24.600 - Rp30.000,Diminum setelah makan atau bersamaan dengan makanan,"Dewasa : 3-4 kali sehari 10 ml , Anak-anak : 1-2 tahun : 3-4 kali sehari 2,5 ml. 3-7 tahun : 3-4 kali sehari 5 ml. 8 - 12 tahun : 3 - 4 kali sehari 10 ml.","sakit kepala, gugup, muntah, gangguan GI",Obat Bebas Terbatas (Biru),"Menurunkan demam dan mengurangi nyeri ringan sampai sedang dan nyeri pada sakit kepala, sakit tenggorokan, sakit gigi dan setelah operasi.",Prosic Suspensi X 60 ml X 1'S,Per 5 mL : Ibuprofen 100 mg,"Hipersensitif, penderita asma, urtikaria, penyakit bawaan jantung dan gangguan fungsi ginjal.",Galenika,BPOM: DTL0527804133A1,"Sebaiknya diberikan bersama makanan untuk menghindari nyeri perut, hati-hati penggunaan untuk anak <18 tahun, hati-hati penggunaan pada pasien usia lanjut, hati-hati penggunaan pada ibu menyusui, bila sakit berlanjut hubungi dokter.","PROSIC SIRUP 60 ML merupakan obat yang mengandung Ibuprofen Obat ini digunakan untuk mengatasi demam, sakit kepala, sakit gigi, nyeri pada telinga, nyeri haid dan nyeri ringan lainnya"
Tempra Forte Sirup Rasa Anggur 30 ml,Rp32.000 - Rp35.200,Dikonsumsi sebelum atau sesudah makan.,Anak di atas 12 tahun : 2-2.5 sendok takar (10 ml - 12.5 ml). Anak 6-12 tahun : 1-2 sendok takar (5 ml - 10 ml). Semua dosis diberikan 3-4 x sehari.,Penggunaan dosis tinggi dapat menimbulkan kerusakan hati. Reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit. Hentikan penggunaan obat dan segera hubungi dokter jika mengalami efek samping.,Obat Bebas (Hijau),"Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.","Dus, Botol @ 30 ml",Tiap 5 ml mengandung Paracetamol 250 mg,Jangan digunakan pada penderita yang menderita kerusakan hati dan alergi terhadap Paracetamol.,Taisho Pharmaceutical,BPOM: DBL2124403137B1,"- Bila rasa sakit bertahan lebih dari 3 hari, dan demam tidak menurun selama 2 hari, atau bila ada kemerahan pada kulit, segera hubungi dokter. Penggunaan dosis tinggi dapat menyebabkan kerusakan hati. Hati-hati pemberian obat ini pada penderita penyakit ","TEMPRA FORTE merupakan obat penurun demam yang mengandung Paracetamol 250 mg tiap 5 ml sirup Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik) Obat ini digunakan untuk menurunkan demam, rasa sakit dan nyeri ringan seperti sakit kepala dan sakit gigi"
Tempra Forte Sirup Rasa Bubblegum 60 ml,Rp56.800 - Rp60.500,Dikonsumsi sebelum atau sesudah makan.,"Anak di atas 12 tahun : 2-2.5 sendok takar (10 ml - 12.5 ml), 3-4 x sehari. Anak 6-12 tahun : 1-2 sendok takar (5 ml - 10 ml), 3-4 x sehari.",Penggunaan dosis tinggi dapat menimbulkan kerusakan hati. Reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit. Hentikan penggunaan obat dan segera hubungi dokter jika mengalami efek samping.,Obat Bebas (Hijau),"Obat ini dapat digunakan untuk meredakan demam, rasa sakit dan nyeri ringan, sakit kepala dan sakit gigi, demam setelah imunisasi.","Dus, Botol @ 60 ml",Tiap 5 ml mengandung Paracetamol 250 mg,Jangan digunakan pada penderita yang menderita kerusakan hati dan alergi terhadap Paracetamol.,Taisho Pharmaceutical,BPOM: DBL1024400337B1,"1. Bila rasa sakit bertahan lebih dari 3 hari, dan demam tidak menurun selama 2 hari, atau bila ada kemerahan pada kulit, segera hubungi dokter. 2. Seperti halnya dengan obat-obat lain, jika dalam keadaan hamil atau menyusui, konsultasikan kepada dokter sebelum menggunakan obat ini. 3. Hati-hati penggunaan obat ini pada penderita ginjal. 4. Pengunaan pada penderita yang mengkonsumsi alkohol, dapat meningkatkan resiko kerusakan fungsi hati. 5. Simpan dibawah suhu 30 C, lindungi dari cahaya. 6. Hindarkan dari jangkauan anak-anak.","TEMPRA FORTE merupakan obat penurun demam yang mengandung Paracetamol 250 mg tiap 5 ml sirup Paracetamol bekerja sebagai antipiretik pada pusat pengaturan suhu di otak dan analgetika dengan meningkatkan ambang rasa sakit Obat ini dapat digunakan untuk menurunkan demam, rasa sakit dan nyeri ringan, sakit kepala dan sakit gigi, demam setelah imunisasi"
Tempra Forte Sirup Rasa Strawberry 60 ml,Rp47.400 - Rp65.500,Dikonsumsi sebelum atau sesudah makan.,Anak di atas 12 tahun : 2-2.5 sendok takar (10 ml - 12.5 ml). Anak 6-12 tahun : 1-2 sendok takar (5 ml - 10 ml). Semua dosis diberikan 3-4 x sehari.,Penggunaan dosis tinggi dapat menimbulkan kerusakan hati. Reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit. Hentikan penggunaan obat dan segera hubungi dokter jika mengalami efek samping.,Obat Bebas (Hijau),"Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.","Dus, Botol @ 60 ml",Tiap 5 ml mengandung Paracetamol 250 mg,Jangan digunakan pada penderita yang menderita kerusakan hati dan alergi terhadap Paracetamol.,Taisho Pharmaceutical,BPOM: DBL2124404037A1,"1. Bila rasa sakit bertahan lebih dari 3 hari, dan demam tidak menurun selama 2 hari, atau bila ada kemerahan pada kulit, segera hubungi dokter. Penggunaan dosis tinggi dapat menyebabkan kerusakan hati. Hati-hati pemberian obat ini pada penderita penyakit ginjal. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol dapat meningkatkan resiko kerusakan fungsi hati. Tidak dianjurkan penggunaan secara bersamaan dengan obat lain yang mengandung paracetamol. 2. Kelebihan dosis: Paracetamol dalam dosis berlebih dapat menimbulkan keracunan hati pada beberapa penderita. Bila hal ini terjadi, harap segera hubungi dokter Anda atau Rumah Sakit terdekat.","TEMPRA FORTE merupakan obat penurun demam yang mengandung Paracetamol 250 mg tiap 5 ml sirup Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik) Obat ini digunakan untuk menurunkan demam, rasa sakit dan nyeri ringan seperti sakit kepala dan sakit gigi"
Analpim Syrup 60 ml,Rp9.800 - Rp10.000,diminum sesudah dan sebelum makan,Dewasa dan anak usia 12 tahun ke atas: 2-2.5 sendok takar (10-12.5 ml) sebanyak 3-4 kali per hari. Anak-anak 9-12 tahun: 1-2 sendok takar (5-10 ml) sebanyak 3-4 kali per hari.,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: - Penggunaan untuk jangka waktu lama dan dosis",Obat Bebas (Hijau),"Obat ini digunakan untuk meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.",botol @60 ml,Tiap 5ml mengandung: Paracetamol 120 mg,"penderita gangguan fungsi hati yang berat, serta hipersensitivitas terhadap paracetamol",PIM Pharmaceutical,BPOM: DBL8318900937A1,hati-hati penggunaan pada pasien dengan gangguan fungsi hati dan/ atau hati yang berat,"Analpim Syrup merupakan obat dengan kandungan Paracetamol Obat ini digunakan untuk meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgetik)"
Bodrexin Demam Sirup Rasa Jeruk 60 ml,Rp11.400 - Rp15.700,Berikan bersama makanan,Anak 6-12 tahun : 2-4 sendok takar Anak 2-6 tahun : 1-2 sendok takar. Anak 1-2 tahun : 1 sendok takar. Dosis dapat diulang tiap 4-6 jam. Maksimal : 4 kali sehari. Semua dosis diberikan 3-4 kali sehari,Kerusakan hati (pada pemberian dosis besar atau penggunaan jangka lama),Obat Bebas (Hijau),"Menurunkan demam, termasuk demam pasca imunisasi",,,,,,,"BODREXIN DEMAM SIRUP mengandung zat aktif Paracetamol Obat ini digunakan untuk menurunkan panas/demam, meredakan rasa nyeri dan demam setelah imunisasi Obat ini juga dapat digunakan untuk meredakan rasa sakit seperti sakit kepala dan sakit gigi"
Dumin Sirup 60 ml,Rp38.800 - Rp42.700,Sebelum atau sesudah makan,Anak 7-12 tahun : 3-4 x sehari 2 sendok takar 5 mL maximum 1 g atau 8 sendok takar 5 mL perhari,,,,,,,,,,"DUMIN SIRUP merupakan obat dengan kandungan Paracetamol 500 mg Obat ini dapat digunakan untuk meredakan nyeri seperti sakit kepala, sakit gigi, nyeri otot dan demam"
Erlamol Drops 15 ml,Rp11.300 - Rp18.400,Sesudah makan,"Dosis anak 1-2 tahun: 0.6 - 1.2 ml, diberikan 3 - 4 kali sehari. Anak kurang dari 1 tahun : 0.6 ml, diberikan 3 - 4 kali sehari.","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Hematologi, reaksi kulit, reaksi alergi lainnya, kerusakan hati (penggunaan jangka panjang dan overdosis).",Obat Bebas (Hijau),"Meredakan sakit kepala, sakit gigi, nyeri otot, menurunkan demam yang menyertai flu & paska vaksinasi.",Botol @ 15 ml,Tiap 0.6 ml mengandung Paracetamol 60 mg,Penderita gangguan fungsi hati yang berat. Hipersensitivitas terhadap Paracetamol.,Erela,BPOM: DBL2006319636A1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati. Kategori kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil.","ERLAMOL DROP mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Erlamol Sirup 60 ml,Rp8.000 - Rp28.200,Sesudah makan,"Anak (9-12 tahun) : 15-20 ml, diberikan 3-4 kali sehari. Anak (6 - 9 tahun) : 10 ml - 15 ml, diberikan 3-4 kali per hari. Anak (2 - 6 tahun) : 5 ml - 10 ml, diberikan 3-4 kali per hari. Bayi (1 - 2 tahun) : 5 ml , diberikan 3-4 kali per hari.","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Hematologi, reaksi kulit, reaksi alergi lainnya, kerusakan hati (penggunaan jangka panjang dan overdosis).",Obat Bebas (Hijau),"Meredakan sakit kepala, sakit gigi, nyeri otot, menurunkan demam yang menyertai flu & paska vaksinasi.",Botol @ 60 ml,Tiap 5 ml mengandung Paracetamol 120 mg,Penderita gangguan fungsi hati yang berat. Hipersensitivitas terhadap Paracetamol.,Erela,BPOM: DBL1206314237A1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati. Kategori kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil.","ERLAMOL SIRUP mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Fasidol Drop 15 ml,Rp13.800 - Rp28.100,Dapat diberikan bersama atau tanpa makanan.,"Tetes Anak < 1 thn 0.6 mL, 1-2 thn 0.6-1.2 mL diberikan 3 - 4 kali sehari","Reaksi hematologi, kulit & reaksi alergi lain.",Obat Bebas (Hijau),"Nyeri & demam. Sakit kepala, sakit gigi, artritis & nyeri reumatik.",Botol 15 ml,Paracetamol,"hipersensitif, gangguan fungsi hati dan ginjal berat",Ifars,BPOM: DBL0309213936A1,Gagal ginjal & hati.,"FASIDOL DROP mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya pada bayi dan anak-anak"
Fasidol Forte Syrup 60 ml,Rp7.400 - Rp22.200,Sesudah makan,"Dewasa : 3-4 x sehari 15-30ml, maksimal 120 mL sehari. 7-12 th : 3-4 kali sehari 10ml. 4-6 th : 3-4 kali sehari 5ml. 1-3 th : 3-4 kali 2.5-5ml. 6-12 bln :3-4 x sehari 2.5ml",Dosis besar menyebapkan kerusakan hati,Obat Bebas (Hijau),"Mengurangi rasa sakit pada sakit kepala, sakit gigi, dan nyeri setelah operasi, menurunkan panas pada influenza dan setelah vaksinasi.","Dus, Botol @ 60 ml",Tiap 5 ml mengandung: Paracetamol 160 mg,"hipersensitif, gangguan fungsi hati dan ginjal berat",Ifars,BPOM: DBL0609201137B1,Penderita dengan gangguan fungsi hati dan penderita hipersensif terhadap salah satu komponen,"FASIDOL FORTE SIRUP mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya pada bayi dan anak-anak"
Naprex Drops 15 ml,Rp58.000 - Rp61.200,Sebelum atau sesudah makan,Anak 1-2 tahun: 0.6-1.2 mL. Anak < 1 tahun : 0.6 mL. Diberikan 3-4 x sehari dengan interval 4-6 jam,"Reaksi hipersensitivitas, gangguan fungsi hati",Obat Bebas (Hijau),Menurunkan demam dan mengurangi rasa sakit/nyeri,"Dus, Botol @ 15 ml",Per 0.6 mL : Paracetamol 60 mg,Gangguan fungsi hati berat,Darya Varia Laboratoria,BPOM: DBL0204518236A1,Gangguan ginjal,NAPREX merupakan obat analgesik-antipiretik dengan kandungan Paracetamol Obat ini digunakan untuk menurunkan demam dan meringankan rasa sakit pada keadaan sakit kepala dan sakit gigi pada bayi hingga umur 2 tahun
Nipe Fever Drops 15 ml,Rp37.100 - Rp42.300,Sesudah atau sebelum makan,"Di bawah usia 3 bulan: atas anjuran dokter. - Usia 3-9 bulan: 0.8 ml, 3-4 kali sehari - Usia 10-24 bulan: 1.2 ml, 3-4 kali sehari - Usia 2-3 tahun: 1.6 ml, 3-4 kali sehari - Usia 3 tahun ke atas: gunakan Nipe Fever Sirup Interval pemberian dosis adalah tiap 4 jam, dan tidak melebihi 4 kali dalam 24 jam.",,Obat Bebas (Hijau),"Menurunkan demam, Meredakan sakit kepalan dan sakit gigi","Dus, Botol @ 15 ml",Tiap ml mengandung: Paracetamol 100 mg,,Menarini Indria Laboratories,BPOM: DBL2032209736A1,,Nipe Fever merupakan obat dengan kandungan Paracetamol 100 mg per ml Paracetamol bekerja sebagai antipiretik pada pusat pengaturan suhu di otak dan analgetika dengan meningkatkan ambang rasa sakit Obat ini dapat digunakan untuk menurunkan panas dan meredakan nyeri
Nipe Fever Sirup 60 ml,Rp43.700 - Rp49.300,Dikonsumsi sebelum atau sesudah makan.,"Anak-anak: Usia 1-2 tahun (3,75 ml). Usia 2-3 tahun (5 mll). Usia 4-5 (7,5 ml). Usia 6 tahun (10 ml)",Penggunaan jangka lama dan dosis besar dapat menyebabkan kerusakan hati. Reaksi hipersensitivitas.,Obat Bebas (Hijau),"Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.","Dus, Botol @ 60 ml",Tiap 5 ml mengandung : Paracetamol 160 mg,• Riwayat alergi terhadap kandungan obat ini. • Pasien dengan penyakit gangguan hati berat. • Pasien yang mengonsumsi alkohol dapat meningkatkan potensi kerusakan hati. • Pasien dengan penyakit gangguan ginjal.,Menarini Indria Laboratories,BPOM: DBL1932209637A1,Tidak dianjurkan untuk anak dibawah usia 2 bulan,Nipe Fever Sirup merupakan obat dengan kandungan Paracetamol 160 mg tiap 5 ml sirup Paracetamol bekerja sebagai antipiretik pada pusat pengaturan suhu di otak dan analgetika dengan meningkatkan ambang rasa sakit Obat ini dapat digunakan untuk menurunkan panas dan meredakan nyeri
Obat Anak Sumang Rasa Anggur Sachet,Rp600 - Rp700,Sesudah Makan,Umur 2-3 tahun: 1 bungkus 3-4 kali sehari Umur 4-6 tahun: 2 bungkus 3-4 kali sehari,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Hematologi, reaksi kulit, reaksi alergi lainnya, kerusakan hati (penggunaan jangka panjang dan overdosis).",Obat Bebas (Hijau),"Meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.","Dus, 100 sachet @ 425 mg",Tiap sachet mengandung: Paracetamol 150 mg,Penderita gangguan fungsi hati yang berat. Hipersensitivitas terhadap Paracetamol.,Bromo Pharmaceutical Industries,BPOM: DBL2203400823A1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati. Kategori kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil.","Obat anak sumang cap pedang merupakan obat yang mengandung paracetamol Paracetamol memiliki aktivitas sebagai antipiretik sekaligus analgesik, yang dapat digunakan sebagai penurun demam dan pereda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Obat Anak Sumang Rasa Jeruk Sachet,Rp600 - Rp700,Sesudah makan,Umur 2-3 tahun: 1 bungkus 3-4 kali sehari Umur 4-6 tahun: 2 bungkus 3-4 kali sehari,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Hematologi, reaksi kulit, reaksi alergi lainnya, kerusakan hati (penggunaan jangka panjang dan overdosis).",Obat Bebas (Hijau),"Meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.","Dus, 100 sachet @ 500 mg",Tiap sachet mengandung: Paracetamol 150 mg,Penderita gangguan fungsi hati yang berat. Hipersensitivitas terhadap Paracetamol.,Bromo Pharmaceutical Industries,BPOM: DBL1603400423A1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati. Kategori kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil.","Obat anak sumang cap pedang merupakan obat yang mengandung paracetamol Paracetamol memiliki aktivitas sebagai antipiretik sekaligus analgesik, yang dapat digunakan sebagai penurun demam dan pereda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Obat Anak Sumang Rasa Original Sachet,Rp700 - Rp800,Sesudah makan,Umur 2-3 tahun: 1 bungkus 3-4 kali sehari Umur 4-6 tahun: 2 bungkus 3-4 kali sehari,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Hematologi, reaksi kulit, reaksi alergi lainnya, kerusakan hati (penggunaan jangka panjang dan overdosis).",Obat Bebas (Hijau),"Meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.","Dus, 200 sachet @ 425 mg",Tiap sachet mengandung: Paracetamol 150 mg,Penderita gangguan fungsi hati yang berat. Hipersensitivitas terhadap Paracetamol.,Bromo Pharmaceutical Industries,BPOM: DBL7203400323A1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati. Kategori kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil.","Obat anak sumang cap pedang merupakan obat yang mengandung paracetamol Paracetamol memiliki aktivitas sebagai antipiretik sekaligus analgesik, yang dapat digunakan sebagai penurun demam dan pereda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Paracetamol Enema 125 mg/2.5 ml,Rp12.600 - Rp66.000,Obat dalam rectal tube dimasukkan kedalam anus,"Saat tidak memungkinkan pemberian melalui oral: - Dewasa : 500 mg-1 g. Maksimum 4 g sehari. - Anak-anak : 1-6 tahun: 125 mg, Maksimum 750 mg/hari - Anak-anak : 7-12 tahun: 250 mg. Maksimum 1 g/hari","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Ganguan hati dengan dosis tinggi dan penggunaan jangka panjang, reaksi hipersensitif.",Obat Bebas (Hijau),Obat ini digunakan untuk meredakan rasa nyeri ringan sampai sedang dan menurunkan demam.,"Dus, 5 Alubag @ 1 Rectal Tube @ 2.5 ml",Per Enema 2.5 mL : Paracetamol 125 mg,Penderita yang hipersensitif terhadap golongan paraminofenol dan penderita dengan gangguan fungsi hati.,Generic Manufacturer,BPOM: GBL1933546558A1* *) Obat ini merupakan obat Generik. Nomor Registrasi dapat berbeda sesuai dengan ketersediaan stock Apotek.,"Pemberian Paracetamol harus hati-hati pada penderita dengan gangguan fungsi ginjal. Dosis di bawah supaya diikuti baik-baik atau menurut petunjuk dokter. Bila setelah 2 hari menggunakan obat ini demam tidak turun atau setelah 5 hari nyeri tidak hilang, segera hubungi dokter atau puskesmas. Penggunaan obat ini pada penderita yang mengonsumsi alkohol, dapat meningkatkan kerusakan hati.","Paracetamol Enema adalah obat yang di gunakan sebagai penurun demam dan pereda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan Obat ini dikemas dalam bentuk enema yaitu prosedur pemasukan cairan obat ke dalam kolon melalui anus, untuk anak atau pasien yang kesulitan untuk menelan obat Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik)"
Rohto Fever Patch 2 Lembar,Rp9.000 - Rp16.600,Lepaskan lapisan transparan dan tempelkan lembaran yang mengandung gel pada permukaan kulit.,Sesuai kebutuhan,,Alat Kesehatan & Medis Habis Pakai,"Menurunkan panas yang tinggi, meredakan sakit gigi, pusing, dan tegang otot.",Sachet @ 2 Patch,,,Rohto Laboratories Indonesia,Kemenkes RI: AKL11403412948,"Untuk anak dan bayi usia 3 bulan ke atas. Jangan gunakan pada kulit yang luka, terkena eksim maupun ruam. Hindari kontak dengan mata.",ROHTO FEVER PATCH merupakan plester penurun panas atau demam pana anak
